"","x"
"262",-0.497196555137634
"263",0.430014491081238
"264",-0.357066512107849
"265",-0.163036003708839
"266",0.52678120136261
"267",-0.359562993049622
"268",-0.44050133228302
"269",0.0818811506032944
"270",-0.0552317015826702
"271",-0.311708331108093
"272",0.292418360710144
"273",0.476684212684631
"274",0.057892668992281
"275",0.00392161542549729
"276",-0.30877149105072
"277",-0.666285157203674
"278",0.336413979530334
"279",-0.608147978782654
"280",0.537995219230652
"281",0.141246184706688
"282",-0.203238144516945
"283",-0.490291953086853
"284",0.134254083037376
"285",-0.463883519172668
"286",-0.60298216342926
"287",-0.447356581687927
"288",-0.437912583351135
"289",0.237077102065086
"290",0.588779807090759
"291",-0.0140119921416044
"292",-0.469275832176208
"293",-0.537441611289978
"294",-0.473032832145691
"295",0.346570372581482
"296",0.627039790153503
"297",-1.04341161251068
"298",0.792556405067444
"299",0.0893488973379135
"300",0.532138705253601
"301",-0.563157916069031
"302",0.0817161649465561
"303",0.666095972061157
"304",1.277707695961
"305",-0.415594935417175
"306",1.08374404907227
"307",-0.875784039497375
"308",0.344770550727844
"309",-0.31219756603241
"310",0.0433953888714314
"311",-0.326996684074402
"312",-0.379804730415344
"313",0.792452216148376
"314",0.255560040473938
"315",-0.310319542884827
"316",-0.214555159211159
"317",-0.40486204624176
"318",0.2087691873312
"319",-0.154474869370461
"320",0.634006857872009
"321",-0.177094593644142
"322",-0.113590136170387
"323",-0.0523091666400433
"324",-0.282963156700134
"325",-0.12701191008091
"326",0.742839336395264
"327",-0.137344256043434
"328",0.202632769942284
"329",0.710170388221741
"330",0.355454564094543
"331",0.304257035255432
"332",0.0330885536968708
"333",1.15390384197235
"334",1.20967793464661
"335",-0.377010464668274
"336",-0.17027248442173
"337",1.11360275745392
"338",-0.191743031144142
"339",-0.09346903860569
"340",0.241208657622337
"341",-0.501366496086121
"342",-0.0816673189401627
"343",-0.103433981537819
"344",-0.470118641853333
"345",-0.472290396690369
"346",0.230141028761864
"347",-0.114065304398537
"348",-0.594609141349792
"349",1.57565557956696
"350",-0.966550230979919
"351",0.288210988044739
"352",-0.169530525803566
"353",0.290071845054626
"354",1.0869140625
"355",-0.750531315803528
"356",0.418419241905212
"357",0.658177137374878
"358",-0.707883954048157
"359",-0.3484126329422
"360",0.525594830513
"361",-0.117294922471046
"362",-0.267943263053894
"363",-0.537832140922546
"364",-0.0622166506946087
"365",0.118936166167259
"366",1.18890869617462
"367",0.35556161403656
"368",0.0378636009991169
"369",-0.658321738243103
"370",0.270052790641785
"371",-0.0870741754770279
"372",-0.233927384018898
"373",-0.417385458946228
"374",0.300843596458435
"375",1.05518507957458
"376",-0.555365681648254
"377",-0.480571389198303
"378",1.48328828811646
"379",-0.13196887075901
"380",0.893499374389648
"381",0.601639866828918
"382",0.247666701674461
"383",0.167923554778099
"384",0.272983431816101
"385",-0.317254424095154
"386",0.217864140868187
"387",0.539093613624573
"388",0.265788197517395
"389",-0.815051913261414
"390",0.657085537910461
"391",-0.277814745903015
"392",-0.45832622051239
"393",0.0214494336396456
"394",0.622918248176575
"395",0.445902705192566
"396",-0.532278656959534
"397",-0.286039471626282
"398",-0.193820610642433
"399",-0.167338982224464
"400",0.719142556190491
"401",0.1493209451437
"402",0.390780091285706
"403",-0.266887784004211
"404",-0.512432932853699
"405",-0.187458887696266
"406",0.0118480790406466
"407",0.322320103645325
"408",-0.282302975654602
"409",-0.850337624549866
"410",0.14350138604641
"411",-0.116211786866188
"412",-0.650922656059265
"413",0.603629231452942
"414",0.34382951259613
"415",-0.181793108582497
"416",0.639440178871155
"417",-0.138953819870949
"418",-0.825299620628357
"419",0.24536357820034
"420",-0.155273333191872
"421",-0.257117390632629
"422",0.175489768385887
"423",0.739602565765381
"424",0.64406943321228
"425",0.647870898246765
"426",-0.133480682969093
"427",0.541767001152039
"428",-0.034075390547514
"429",0.0772400945425034
"430",0.445772528648376
"431",-0.263501048088074
"432",0.0720604509115219
"433",0.440133213996887
"434",-0.0567854754626751
"435",-0.298427700996399
"436",0.831361413002014
"437",0.309014916419983
"438",0.401501774787903
"439",-0.487106919288635
"440",0.860584616661072
"441",0.803518176078796
"442",0.391300559043884
"443",-0.581536889076233
"444",-0.519528031349182
"445",0.626202464103699
"446",-0.520435929298401
"447",0.380849957466125
"448",0.447702050209045
"449",-0.784806370735168
"450",0.141888722777367
"451",-0.501077771186829
"452",-0.324789881706238
"453",-0.560669779777527
"454",1.04638254642487
"455",-0.141273155808449
"456",0.512279152870178
"457",0.392016530036926
"458",-0.673818230628967
"459",0.389481902122498
"460",0.114364728331566
"461",0.235451564192772
"462",-0.760125279426575
"463",1.88146150112152
"464",-0.187607422471046
"465",-0.000358713354216889
"466",0.114065751433372
"467",-0.67767345905304
"468",-0.350931525230408
"469",0.225757703185081
"470",-0.258935809135437
"471",-0.577881455421448
"472",-0.992080092430115
"473",-0.0643960386514664
"474",2.05034303665161
"475",-0.769422650337219
"476",-0.516658902168274
"477",0.866839289665222
"478",1.50312829017639
"479",0.627906918525696
"480",-0.312409520149231
"481",-0.7791508436203
"482",-0.494222521781921
"483",-0.08404840528965
"484",0.457182765007019
"485",-0.490645289421082
"486",-0.23641337454319
"487",-0.186314716935158
"488",0.255725979804993
"489",0.189834699034691
"490",1.24421083927155
"491",-0.385720610618591
"492",0.24194298684597
"493",-0.224094286561012
"494",-0.666756272315979
"495",-0.589350819587708
"496",0.497244477272034
"497",0.549636721611023
"498",0.271805167198181
"499",-0.1673933416605
"500",0.250606417655945
